brand,RAM_GB,HDD_GB,GHz,price,brand_cat
Dell,8,1000,3.0,83900,8
HP,8,2000,2.3,55900,3
Samsung,16,500,3.0,72900,0
asus,4,1000,3.2,68900,7
hp,4,500,2.5,48900,12
Samsung,16,2000,2.3,61900,0
Toshiba,4,1000,3.0,68900,6
MSI,4,2000,2.3,44900,4
Toshiba,16,1000,2.3,58900,6
Asus,16,2000,2.5,70900,10
Lenovo,16,1000,3.0,57900,1
Asus,8,500,3.2,78900,10
Dell,8,500,2.3,67900,8
Asus,4,500,2.5,51900,10
Lenovo,16,2000,2.3,45900,1
DELL,4,500,2.5,66900,5
DELL,4,500,2.5,65900,5
Samsung,4,500,3.2,68900,0
HP,16,1000,3.0,66900,3
HP,16,2000,3.2,87900,3
hp,16,2000,1.8,59900,12
MSI,8,1000,2.5,65900,4
MSI,4,2000,2.5,63900,4
DELL,4,2000,2.5,76900,5
hp,4,1000,2.3,46900,12
Samsung,4,2000,3.2,78900,0
Samsung,8,2000,2.3,55900,0
hp,8,2000,3.2,81900,12
Samsung,8,500,2.3,44900,0
Toshiba,8,1000,3.0,68900,6
MSI,4,2000,2.3,54900,4
Toshiba,4,500,2.3,45900,6
Microsoft,8,2000,2.5,67900,11
Apple,16,500,3.0,134900,9
Toshiba,8,1000,1.8,41900,6
Microsoft,16,500,3.0,72900,11
DELL,8,2000,1.8,54900,5
DELL,4,1000,3.2,89900,5
asus,16,1000,2.5,62900,7
Asus,8,1000,2.3,46900,10
MSI,4,1000,3.2,75900,4
DELL,4,1000,2.5,68900,5
Microsoft,4,500,1.8,31900,11
Dell,16,2000,1.8,70900,8
Lenovo,8,1000,2.5,44900,1
MSI,4,500,3.0,51900,4
Toshiba,4,500,1.8,26900,6
Dell,4,1000,1.8,56900,8
Acer,8,1000,3.2,78900,2
Asus,4,1000,3.0,61900,10
Microsoft,16,2000,3.0,72900,11
Samsung,16,500,1.8,43900,0
Asus,8,1000,1.8,48900,10
HP,4,1000,3.2,72900,3
Apple,8,1000,3.0,132900,9
Asus,4,500,2.3,40900,10
Lenovo,8,500,2.5,43900,1
hp,8,2000,3.0,72900,12
Samsung,8,500,3.2,79900,0
hp,8,1000,3.0,70900,12
Microsoft,16,2000,2.5,72900,11
Apple,8,1000,2.3,113900,9
MSI,4,500,1.8,29900,4
Dell,8,1000,3.0,87900,8
MSI,16,1000,3.0,73900,4
Dell,4,2000,3.0,80900,8
MSI,4,1000,1.8,38900,4
Toshiba,16,500,3.0,70900,6
Asus,16,1000,3.2,90900,10
hp,16,500,1.8,47900,12
Acer,8,500,2.3,45900,2
Asus,16,500,2.5,58900,10
HP,4,1000,3.0,58900,3
Samsung,16,1000,3.0,66900,0
HP,4,1000,3.0,60900,3
hp,16,2000,2.3,60900,12
hp,8,2000,2.5,68900,12
Dell,4,2000,2.5,71900,8
Samsung,8,2000,3.2,78900,0
Lenovo,8,2000,3.2,71900,1
asus,8,500,1.8,41900,7
MSI,8,2000,3.2,82900,4
Microsoft,8,1000,3.2,81900,11
Acer,8,500,3.2,76900,2
Samsung,4,500,3.0,61900,0
hp,8,500,3.0,64900,12
Microsoft,8,1000,1.8,45900,11
Apple,16,2000,3.2,162900,9
MSI,16,1000,2.5,61900,4
MSI,8,500,2.5,51900,4
DELL,4,2000,3.2,83900,5
hp,16,1000,2.3,56900,12
MSI,16,1000,3.0,69900,4
Asus,8,1000,2.5,65900,10
Asus,4,500,3.0,63900,10
Microsoft,4,1000,3.2,75900,11
Acer,8,1000,3.0,62900,2
Apple,4,500,2.5,119900,9
Toshiba,4,500,2.5,51900,6
Microsoft,4,2000,1.8,43900,11
MSI,4,500,1.8,31900,4
DELL,16,2000,3.0,81900,5
Samsung,8,2000,1.8,52900,0
HP,16,1000,2.5,68900,3
Apple,8,2000,3.2,143900,9
Microsoft,16,1000,2.3,50900,11
DELL,8,1000,3.0,84900,5
Samsung,16,1000,1.8,50900,0
asus,16,1000,2.5,69900,7
Apple,4,2000,2.5,120900,9
asus,16,500,3.2,86900,7
Dell,16,1000,2.3,77900,8
HP,8,1000,2.3,50900,3
MSI,8,1000,1.8,45900,4
asus,4,1000,2.5,56900,7
Apple,8,500,3.2,137900,9
Asus,16,1000,1.8,41900,10
Acer,4,1000,1.8,37900,2
Acer,8,1000,3.2,76900,2
asus,4,1000,3.2,72900,7
DELL,4,1000,2.5,65900,5
hp,4,500,2.3,36900,12
Apple,8,1000,3.0,132900,9
asus,16,1000,3.0,79900,7
MSI,4,500,2.5,50900,4
hp,8,1000,1.8,37900,12
HP,4,500,1.8,36900,3
DELL,8,500,1.8,58900,5
Asus,8,1000,2.5,57900,10
Acer,16,500,3.0,72900,2
Samsung,16,500,1.8,46900,0
hp,16,500,2.5,56900,12
Toshiba,8,500,2.5,51900,6
DELL,16,2000,2.3,72900,5
Asus,8,500,1.8,41900,10
Toshiba,16,500,1.8,44900,6
Acer,8,500,1.8,44900,2
HP,16,1000,3.0,73900,3
Asus,16,500,3.0,72900,10
MSI,16,2000,1.8,52900,4
Apple,8,1000,3.2,145900,9
Asus,16,2000,3.2,85900,10
asus,4,1000,2.3,45900,7
Asus,8,500,1.8,38900,10
HP,16,500,2.5,64900,3
Acer,16,1000,3.0,74900,2
Lenovo,8,500,1.8,25900,1
Acer,16,2000,3.0,85900,2
Asus,4,2000,3.2,74900,10
DELL,8,1000,1.8,57900,5
Samsung,4,1000,2.5,50900,0
HP,8,2000,3.2,80900,3
Asus,16,500,3.0,73900,10
MSI,16,2000,2.3,64900,4
Toshiba,4,2000,3.2,75900,6
hp,4,2000,3.2,81900,12
Asus,4,500,1.8,31900,10
Asus,8,1000,2.5,55900,10
Dell,8,500,2.5,72900,8
Microsoft,16,2000,2.3,70900,11
asus,8,500,1.8,43900,7
DELL,16,500,3.2,102900,5
Toshiba,8,2000,3.0,73900,6
Acer,8,500,3.2,74900,2
Samsung,8,2000,1.8,44900,0
DELL,8,500,2.3,66900,5
hp,16,1000,3.0,69900,12
DELL,4,500,2.3,55900,5
Samsung,4,1000,2.5,49900,0
Lenovo,4,500,1.8,17900,1
hp,4,1000,3.0,57900,12
MSI,16,2000,3.0,82900,4
Acer,8,1000,3.2,76900,2
Lenovo,16,2000,2.5,52900,1
HP,4,500,3.2,68900,3
Acer,16,1000,1.8,55900,2
hp,8,2000,3.0,73900,12
Asus,8,1000,1.8,46900,10
Microsoft,8,2000,2.5,65900,11
Asus,8,500,2.5,55900,10
Dell,16,500,3.2,94900,8
Dell,4,2000,3.2,93900,8
Dell,4,2000,3.2,88900,8
Asus,4,500,2.3,36900,10
asus,4,500,3.0,61900,7
Asus,16,500,3.2,83900,10
DELL,16,2000,3.2,112900,5
DELL,4,1000,2.5,68900,5
MSI,8,1000,2.5,62900,4
Dell,16,1000,3.2,93900,8
hp,4,1000,2.5,52900,12
HP,8,500,1.8,42900,3
Asus,4,500,3.0,58900,10
HP,8,500,2.5,58900,3
Apple,16,2000,1.8,118900,9
Asus,8,1000,1.8,44900,10
Apple,4,2000,3.2,137900,9
Samsung,8,1000,2.3,55900,0
Dell,4,2000,2.5,73900,8
Lenovo,4,2000,2.5,43900,1
Dell,4,500,3.2,80900,8
Dell,4,2000,3.0,76900,8
Lenovo,4,500,3.2,48900,1
Lenovo,16,2000,3.0,70900,1
asus,16,2000,3.2,85900,7
Dell,16,2000,1.8,65900,8
Acer,16,500,1.8,48900,2
MSI,16,1000,2.3,56900,4
Microsoft,4,2000,3.0,68900,11
Acer,8,1000,2.3,50900,2
Lenovo,8,1000,3.0,55900,1
hp,4,2000,1.8,36900,12
MSI,16,1000,1.8,39900,4
Lenovo,8,500,2.3,31900,1
Dell,8,2000,3.2,98900,8
MSI,16,500,3.2,85900,4
HP,4,1000,2.5,53900,3
asus,16,2000,1.8,56900,7
HP,4,1000,2.3,39900,3
DELL,8,500,1.8,59900,5
HP,16,2000,3.0,82900,3
asus,16,500,2.3,56900,7
Acer,4,2000,2.5,54900,2
MSI,4,500,2.5,51900,4
MSI,16,2000,2.5,75900,4
MSI,4,1000,1.8,40900,4
Microsoft,8,500,1.8,44900,11
hp,4,500,1.8,35900,12
DELL,4,500,2.3,54900,5
MSI,8,2000,3.2,79900,4
asus,16,2000,3.2,90900,7
hp,16,2000,3.0,80900,12
Dell,4,2000,1.8,64900,8
hp,16,500,2.5,61900,12
Samsung,8,2000,2.3,60900,0
Apple,16,1000,2.5,132900,9
Dell,8,500,1.8,59900,8
Apple,16,1000,3.2,148900,9
Dell,8,500,1.8,59900,8
Samsung,16,1000,3.2,90900,0
Asus,16,500,2.3,53900,10
MSI,8,1000,2.3,50900,4
Toshiba,16,500,3.2,83900,6
Microsoft,8,2000,2.3,56900,11
Microsoft,16,2000,3.2,92900,11
Microsoft,16,2000,3.2,89900,11
DELL,16,2000,3.2,108900,5
hp,4,1000,2.5,52900,12
Toshiba,4,2000,3.0,70900,6
Asus,16,1000,1.8,55900,10
Samsung,16,500,2.5,58900,0
Microsoft,16,2000,3.0,81900,11
hp,8,2000,2.3,57900,12
Microsoft,4,1000,1.8,43900,11
Acer,8,500,2.3,47900,2
Toshiba,4,1000,1.8,39900,6
Asus,4,1000,3.2,73900,10
Lenovo,16,1000,2.3,34900,1
Toshiba,4,1000,2.5,58900,6
hp,4,1000,2.3,51900,12
Dell,8,500,3.0,76900,8
DELL,4,2000,3.2,92900,5
Apple,4,500,1.8,92900,9
Apple,16,2000,3.0,148900,9
Samsung,16,500,3.2,83900,0
Asus,8,2000,3.2,87900,10
Toshiba,16,2000,3.0,86900,6
Lenovo,4,500,2.5,34900,1
Apple,16,2000,2.5,132900,9
DELL,16,500,2.5,76900,5
Apple,16,2000,3.0,144900,9
Asus,16,500,3.2,85900,10
Microsoft,8,500,1.8,33900,11
Microsoft,8,500,3.2,74900,11
Dell,16,2000,2.3,72900,8
Lenovo,4,500,3.0,51900,1
Microsoft,16,2000,1.8,53900,11
Dell,16,1000,2.5,78900,8
DELL,8,500,2.5,73900,5
Lenovo,8,2000,3.0,57900,1
Lenovo,4,1000,2.5,34900,1
Microsoft,16,1000,3.2,89900,11
Apple,8,500,3.2,138900,9
asus,4,1000,2.5,57900,7
Apple,8,500,3.0,131900,9
Apple,16,500,2.5,132900,9
Toshiba,8,500,3.0,61900,6
Acer,16,500,1.8,53900,2
Acer,16,2000,2.3,66900,2
DELL,16,2000,3.2,106900,5
Acer,8,2000,2.5,53900,2
Lenovo,16,2000,3.2,74900,1
Apple,8,2000,1.8,117900,9
Toshiba,8,2000,2.5,67900,6
HP,4,500,1.8,32900,3
hp,8,500,3.2,76900,12
HP,8,2000,2.3,48900,3
Lenovo,8,2000,1.8,35900,1
Lenovo,8,2000,2.3,46900,1
Acer,8,500,3.0,69900,2
Asus,4,500,1.8,40900,10
Toshiba,4,500,3.2,73900,6
HP,8,1000,3.0,62900,3
HP,16,1000,3.2,85900,3
Lenovo,16,1000,2.5,44900,1
Lenovo,16,1000,1.8,40900,1
Samsung,8,1000,1.8,39900,0
hp,8,2000,2.5,56900,12
Dell,16,500,3.2,98900,8
Microsoft,16,1000,3.2,85900,11
Acer,16,2000,2.5,70900,2
Apple,16,2000,2.3,127900,9
Acer,16,2000,2.3,62900,2
Lenovo,16,2000,2.5,51900,1
DELL,8,1000,1.8,45900,5
asus,16,500,2.3,58900,7
asus,16,2000,2.5,70900,7
Microsoft,16,1000,3.0,71900,11
Dell,8,500,3.2,93900,8
Toshiba,16,2000,1.8,48900,6
hp,4,1000,1.8,40900,12
DELL,8,1000,1.8,57900,5
Apple,4,1000,3.2,137900,9
hp,8,2000,2.5,62900,12
Asus,16,500,3.0,73900,10
hp,16,2000,3.0,81900,12
asus,16,2000,3.0,74900,7
MSI,4,2000,2.3,45900,4
HP,8,500,2.5,60900,3
HP,4,2000,2.5,54900,3
MSI,16,500,2.3,49900,4
Toshiba,4,1000,3.0,57900,6
Asus,8,500,3.2,71900,10
Toshiba,8,500,1.8,35900,6
Lenovo,8,2000,3.0,60900,1
HP,16,2000,3.0,82900,3
MSI,8,500,1.8,34900,4
asus,8,1000,2.3,47900,7
hp,8,500,2.3,42900,12
DELL,8,1000,3.0,80900,5
Acer,8,1000,2.3,47900,2
Apple,16,500,1.8,119900,9
Microsoft,4,500,2.5,44900,11
Toshiba,4,1000,1.8,31900,6
Asus,16,1000,1.8,49900,10
DELL,16,1000,3.2,96900,5
Toshiba,16,2000,2.5,70900,6
Microsoft,4,1000,2.3,42900,11
Samsung,8,2000,3.2,83900,0
DELL,4,1000,3.2,82900,5
Acer,8,2000,1.8,51900,2
Asus,8,500,2.5,56900,10
HP,4,1000,2.5,53900,3
MSI,16,2000,2.5,68900,4
Toshiba,16,500,3.2,82900,6
hp,8,1000,2.3,53900,12
Samsung,4,500,3.2,65900,0
Asus,16,1000,1.8,49900,10
HP,8,2000,3.0,73900,3
DELL,8,1000,3.2,86900,5
Asus,16,500,2.5,61900,10
HP,4,2000,3.0,68900,3
Lenovo,8,500,3.2,59900,1
asus,16,2000,1.8,54900,7
Toshiba,16,500,3.2,84900,6
Microsoft,8,500,1.8,44900,11
Acer,16,2000,1.8,60900,2
Samsung,4,500,2.5,51900,0
hp,4,500,3.2,67900,12
Acer,16,500,3.2,75900,2
asus,8,1000,2.3,48900,7
Toshiba,16,500,1.8,50900,6
Dell,8,1000,1.8,61900,8
asus,16,2000,1.8,52900,7
Asus,16,500,1.8,42900,10
HP,4,500,2.3,43900,3
asus,8,500,2.5,59900,7
Asus,8,1000,2.3,47900,10
Apple,4,2000,2.3,116900,9
asus,8,1000,2.3,47900,7
Lenovo,16,500,2.5,43900,1
Samsung,16,1000,2.3,55900,0
DELL,16,2000,2.5,86900,5
Toshiba,4,1000,3.2,71900,6
Acer,8,500,2.3,53900,2
Samsung,8,1000,2.3,51900,0
Asus,4,1000,2.3,43900,10
Samsung,16,1000,2.3,59900,0
Dell,8,1000,2.3,57900,8
Samsung,4,2000,2.3,47900,0
MSI,4,500,3.2,65900,4
DELL,8,2000,1.8,60900,5
HP,8,500,3.0,71900,3
Lenovo,4,2000,1.8,24900,1
Toshiba,4,500,2.5,49900,6
hp,4,500,3.0,59900,12
Acer,16,1000,2.3,60900,2
Apple,8,1000,1.8,106900,9
Samsung,4,2000,2.3,51900,0
hp,8,2000,3.2,90900,12
unknown,16,2000,2.5,70900,13
hp,8,1000,1.8,42900,12
MSI,16,1000,1.8,51900,4
HP,4,500,3.2,72900,3
Microsoft,16,2000,1.8,53900,11
MSI,4,1000,2.3,42900,4
Acer,4,2000,2.5,61900,2
Toshiba,4,500,3.0,56900,6
HP,8,500,2.3,46900,3
Samsung,16,500,2.5,73900,0
HP,16,1000,2.5,59900,3
Apple,8,1000,1.8,107900,9
MSI,16,2000,2.3,64900,4
MSI,16,2000,2.3,67900,4
Samsung,8,2000,2.5,62900,0
asus,4,500,2.5,42900,7
MSI,4,2000,2.3,51900,4
hp,8,500,3.2,70900,12
hp,8,1000,2.3,61900,12
hp,4,500,2.3,41900,12
DELL,4,1000,2.3,54900,5
MSI,16,1000,2.3,56900,4
Apple,4,2000,2.5,116900,9
Lenovo,16,1000,1.8,28900,1
HP,8,2000,2.5,58900,3
Samsung,16,1000,2.5,61900,0
Apple,4,2000,2.5,126900,9
HP,8,2000,1.8,41900,3
Dell,16,1000,3.0,86900,8
hp,4,500,2.5,48900,12
Toshiba,4,1000,2.5,52900,6
MSI,8,2000,1.8,47900,4
Toshiba,16,2000,3.0,73900,6
Asus,16,500,2.5,61900,10
Apple,16,1000,3.2,149900,9
MSI,8,1000,1.8,46900,4
Microsoft,8,2000,2.5,65900,11
HP,8,1000,1.8,43900,3
Asus,4,500,3.2,65900,10
Dell,16,1000,2.5,80900,8
asus,16,500,3.2,81900,7
Samsung,8,2000,1.8,47900,0
HP,8,2000,3.0,76900,3
Lenovo,8,500,3.0,50900,1
asus,16,1000,2.3,62900,7
Toshiba,4,2000,3.0,62900,6
DELL,8,500,3.0,79900,5
Acer,16,1000,2.5,65900,2
hp,16,2000,1.8,51900,12
HP,8,1000,1.8,41900,3
DELL,8,500,2.5,70900,5
asus,8,1000,3.2,80900,7
Apple,16,500,2.3,116900,9
Apple,16,500,1.8,114900,9
Asus,8,500,1.8,42900,10
asus,4,2000,2.5,64900,7
asus,16,2000,2.3,52900,7
Apple,8,500,3.2,144900,9
DELL,4,2000,3.2,90900,5
MSI,8,1000,2.3,51900,4
hp,4,2000,1.8,41900,12
Lenovo,4,2000,2.3,31900,1
Microsoft,4,1000,3.0,64900,11
HP,8,500,3.0,68900,3
asus,8,500,1.8,40900,7
DELL,4,1000,3.2,93900,5
hp,16,500,3.2,79900,12
DELL,4,500,2.3,55900,5
Acer,16,2000,1.8,53900,2
asus,8,1000,2.3,57900,7
Samsung,4,500,3.2,69900,0
HP,16,2000,1.8,61900,3
hp,16,500,1.8,43900,12
Toshiba,16,2000,2.5,68900,6
hp,8,2000,3.2,82900,12
Toshiba,8,500,2.3,45900,6
Apple,8,500,1.8,107900,9
Acer,4,2000,2.3,49900,2
Asus,16,500,1.8,45900,10
Asus,4,1000,2.3,44900,10
DELL,16,1000,2.5,74900,5
Lenovo,16,500,2.3,41900,1
Microsoft,8,1000,3.0,65900,11
Acer,16,2000,2.3,66900,2
Asus,16,2000,3.2,88900,10
Acer,8,500,2.3,45900,2
Dell,16,2000,2.5,85900,8
Lenovo,4,500,2.5,34900,1
Asus,8,1000,2.3,53900,10
asus,4,1000,3.2,75900,7
HP,8,2000,1.8,53900,3
Acer,16,2000,3.0,73900,2
HP,4,2000,2.5,56900,3
asus,4,1000,3.2,67900,7
Apple,8,500,2.3,114900,9
MSI,16,500,3.0,64900,4
hp,4,1000,3.2,74900,12
Acer,4,500,3.2,78900,2
Toshiba,16,1000,3.0,70900,6
Asus,4,500,2.3,42900,10
Acer,16,1000,1.8,60900,2
DELL,4,500,1.8,52900,5
MSI,16,500,2.5,58900,4
hp,4,2000,2.5,56900,12
Samsung,16,2000,2.5,70900,0
Lenovo,16,500,3.0,55900,1
Acer,16,500,3.2,83900,2
Samsung,4,500,3.2,64900,0
hp,4,1000,3.2,69900,12
HP,4,500,2.5,39900,3
Apple,8,1000,1.8,109900,9
Apple,4,1000,1.8,97900,9
hp,8,500,2.5,55900,12
Microsoft,8,2000,1.8,48900,11
hp,4,500,3.0,59900,12
hp,16,500,3.2,72900,12
Acer,8,500,3.2,77900,2
Dell,8,2000,3.0,89900,8
asus,4,500,3.2,70900,7
Acer,16,500,3.0,76900,2
Acer,4,500,3.2,71900,2
Lenovo,8,1000,2.5,46900,1
Asus,4,500,2.5,44900,10
Acer,4,2000,2.5,55900,2
hp,8,1000,2.5,58900,12
Asus,4,500,1.8,30900,10
Asus,4,500,2.5,46900,10
Lenovo,8,500,1.8,25900,1
Samsung,8,1000,3.2,68900,0
Dell,8,1000,2.3,64900,8
Microsoft,4,1000,3.0,57900,11
Samsung,8,500,3.2,77900,0
Acer,8,500,3.0,68900,2
Acer,8,1000,3.0,69900,2
Lenovo,16,2000,2.3,47900,1
Lenovo,8,2000,3.0,58900,1
Apple,8,2000,1.8,106900,9
Apple,4,500,2.5,114900,9
Asus,4,2000,3.2,80900,10
Apple,16,2000,3.2,154900,9
Dell,4,1000,1.8,46900,8
Microsoft,8,1000,3.0,72900,11
Apple,4,1000,3.0,123900,9
DELL,8,2000,2.5,76900,5
Acer,16,1000,2.5,67900,2
Asus,4,500,2.3,41900,10
asus,4,500,3.2,68900,7
HP,4,1000,3.2,68900,3
Acer,16,2000,3.2,97900,2
Toshiba,16,2000,2.5,65900,6
DELL,4,1000,2.5,65900,5
asus,4,500,2.5,49900,7
Acer,8,500,2.3,52900,2
Lenovo,16,1000,2.5,47900,1
Samsung,4,1000,2.5,52900,0
Toshiba,16,1000,3.2,85900,6
MSI,16,1000,2.5,56900,4
hp,4,1000,1.8,34900,12
Dell,16,2000,2.5,80900,8
Acer,4,2000,2.3,57900,2
Apple,8,2000,3.0,142900,9
Dell,8,500,1.8,59900,8
Asus,16,2000,2.3,62900,10
Asus,4,1000,3.0,57900,10
Apple,4,1000,1.8,99900,9
Lenovo,8,2000,1.8,40900,1
MSI,16,500,3.2,82900,4
Asus,16,500,3.2,83900,10
Samsung,8,2000,1.8,50900,0
unknown,8,2000,2.3,48900,13
MSI,4,2000,3.2,82900,4
DELL,8,2000,2.5,80900,5
Dell,16,500,1.8,65900,8
Dell,8,1000,2.3,72900,8
Acer,16,500,3.0,72900,2
Lenovo,16,1000,1.8,34900,1
Lenovo,4,2000,1.8,22900,1
MSI,4,2000,3.2,76900,4
asus,4,1000,2.3,48900,7
Toshiba,8,2000,2.5,62900,6
DELL,16,1000,1.8,61900,5
asus,16,500,3.2,78900,7
Toshiba,8,500,1.8,36900,6
Toshiba,16,2000,2.3,59900,6
Samsung,16,500,2.3,56900,0
Asus,16,2000,3.2,83900,10
HP,16,1000,1.8,51900,3
HP,16,1000,3.0,72900,3
Microsoft,4,500,3.2,67900,11
DELL,8,2000,2.5,83900,5
asus,4,1000,2.3,53900,7
Samsung,16,2000,2.3,55900,0
Samsung,8,2000,1.8,53900,0
Asus,16,2000,2.3,67900,10
Asus,16,500,2.5,66900,10
DELL,4,500,1.8,50900,5
DELL,8,500,3.0,74900,5
Dell,4,500,2.3,55900,8
unknown,8,2000,3.2,87900,13
Acer,16,1000,1.8,54900,2
Apple,4,2000,1.8,107900,9
MSI,16,1000,2.5,64900,4
Apple,4,1000,3.0,123900,9
Asus,8,2000,3.0,70900,10
HP,8,1000,1.8,42900,3
Lenovo,16,500,3.2,67900,1
HP,8,500,1.8,41900,3
HP,4,500,3.2,71900,3
asus,4,2000,3.2,78900,7
Lenovo,4,500,1.8,14900,1
Acer,4,1000,3.2,79900,2
Acer,16,2000,3.0,78900,2
Lenovo,4,2000,2.3,40900,1
DELL,8,500,3.2,97900,5
Asus,4,1000,1.8,34900,10
asus,4,2000,3.2,76900,7
Acer,8,1000,3.2,81900,2
Asus,8,1000,2.3,49900,10
Samsung,8,500,1.8,44900,0
Samsung,16,500,1.8,44900,0
hp,8,500,3.0,67900,12
Asus,16,1000,3.2,82900,10
Lenovo,4,1000,1.8,25900,1
HP,16,500,3.2,80900,3
hp,4,1000,3.0,59900,12
Asus,8,500,1.8,45900,10
DELL,16,1000,2.5,73900,5
Lenovo,16,2000,3.0,71900,1
Samsung,16,500,2.5,59900,0
Apple,4,500,1.8,100900,9
Lenovo,4,500,2.3,26900,1
Acer,4,2000,1.8,38900,2
DELL,16,1000,1.8,74900,5
Toshiba,16,500,3.0,73900,6
Samsung,4,1000,2.5,53900,0
Apple,16,500,2.3,115900,9
hp,4,2000,2.5,55900,12
MSI,4,1000,2.3,40900,4
hp,8,500,2.5,56900,12
Acer,4,1000,2.5,56900,2
asus,16,500,2.3,56900,7
Asus,8,2000,3.2,82900,10
Dell,8,1000,2.3,67900,8
Toshiba,4,1000,1.8,38900,6
HP,8,2000,3.0,77900,3
Lenovo,4,1000,3.0,47900,1
Acer,16,2000,2.3,59900,2
Toshiba,16,1000,2.5,58900,6
hp,8,2000,1.8,44900,12
Apple,4,500,2.3,104900,9
asus,4,500,3.0,61900,7
Samsung,8,2000,3.0,65900,0
Dell,8,500,3.0,90900,8
MSI,8,2000,1.8,48900,4
Dell,8,2000,3.2,98900,8
Dell,4,2000,2.3,63900,8
Samsung,8,2000,3.2,79900,0
Microsoft,4,500,1.8,34900,11
Toshiba,4,1000,1.8,35900,6
Dell,4,1000,3.0,77900,8
Asus,4,1000,2.3,35900,10
Acer,4,500,2.5,50900,2
Apple,16,1000,3.0,138900,9
DELL,8,500,2.5,69900,5
HP,16,500,2.5,52900,3
DELL,4,2000,2.3,65900,5
MSI,8,1000,1.8,43900,4
HP,4,1000,2.5,57900,3
MSI,16,2000,2.5,66900,4
Asus,16,2000,1.8,53900,10
Dell,4,1000,2.5,67900,8
Apple,4,2000,2.5,118900,9
HP,4,500,1.8,36900,3
Dell,4,1000,2.5,67900,8
Lenovo,4,500,3.0,48900,1
HP,4,2000,3.0,68900,3
MSI,16,1000,3.2,83900,4
Dell,4,2000,1.8,57900,8
Toshiba,16,500,2.5,63900,6
Dell,4,2000,3.0,83900,8
Microsoft,4,500,2.3,45900,11
DELL,8,2000,1.8,61900,5
Samsung,4,1000,3.2,74900,0
MSI,8,500,1.8,37900,4
Acer,16,1000,1.8,47900,2
Samsung,4,1000,2.3,44900,0
Asus,4,500,3.2,79900,10
Toshiba,4,1000,3.0,64900,6
asus,4,500,3.0,58900,7
asus,8,500,2.3,45900,7
Toshiba,16,500,2.3,48900,6
HP,4,1000,2.3,49900,3
Dell,4,2000,3.0,81900,8
hp,8,2000,3.0,75900,12
hp,16,2000,2.3,61900,12
Acer,8,500,1.8,39900,2
HP,4,1000,3.0,70900,3
Apple,8,2000,1.8,115900,9
asus,8,2000,2.5,57900,7
Apple,8,2000,2.5,119900,9
hp,16,500,3.0,76900,12
DELL,16,500,3.2,101900,5
DELL,4,2000,3.0,78900,5
Asus,16,1000,2.3,57900,10
Lenovo,8,2000,1.8,27900,1
Toshiba,8,2000,2.3,59900,6
Apple,4,1000,3.2,142900,9
Asus,16,2000,2.3,59900,10
DELL,8,1000,2.3,66900,5
Microsoft,8,2000,3.2,83900,11
Microsoft,4,500,3.0,61900,11
HP,16,1000,1.8,56900,3
Lenovo,16,500,2.5,43900,1
Asus,8,1000,3.0,70900,10
Toshiba,8,500,3.2,76900,6
Samsung,4,1000,2.3,51900,0
Lenovo,16,500,3.0,55900,1
Dell,16,2000,1.8,67900,8
asus,8,2000,1.8,43900,7
DELL,8,500,1.8,57900,5
hp,8,1000,3.2,78900,12
Samsung,16,1000,2.5,68900,0
DELL,16,500,2.3,73900,5
Acer,8,500,2.3,54900,2
asus,4,2000,2.5,57900,7
HP,4,1000,3.2,73900,3
asus,8,2000,2.3,51900,7
HP,16,500,3.0,73900,3
HP,4,1000,1.8,36900,3
Acer,8,500,1.8,30900,2
Lenovo,8,500,3.2,65900,1
Apple,16,1000,1.8,115900,9
Lenovo,16,500,2.5,41900,1
HP,8,2000,2.3,58900,3
Lenovo,16,2000,3.0,66900,1
Lenovo,8,2000,3.2,63900,1
Toshiba,4,500,3.2,69900,6
Apple,4,1000,1.8,101900,9
Lenovo,4,1000,1.8,22900,1
HP,16,500,1.8,41900,3
Toshiba,16,1000,2.5,74900,6
Lenovo,8,500,2.3,30900,1
MSI,8,500,3.0,64900,4
HP,16,500,3.0,66900,3
Toshiba,4,1000,2.5,52900,6
Toshiba,16,500,3.2,77900,6
Toshiba,4,500,2.3,40900,6
MSI,4,1000,3.0,59900,4
Dell,8,1000,2.3,71900,8
Lenovo,8,1000,3.0,53900,1
Acer,8,1000,2.3,51900,2
Dell,8,1000,2.3,64900,8
Apple,4,2000,3.2,140900,9
Lenovo,8,500,2.3,39900,1
DELL,8,1000,3.0,86900,5
Acer,4,500,1.8,36900,2
Lenovo,16,2000,2.3,46900,1
HP,8,500,1.8,50900,3
asus,8,500,1.8,45900,7
Dell,8,500,1.8,48900,8
Toshiba,16,1000,2.5,65900,6
Dell,4,500,1.8,54900,8
hp,16,1000,1.8,49900,12
DELL,4,500,3.2,81900,5
MSI,4,500,3.2,69900,4
MSI,8,1000,3.2,87900,4
DELL,16,2000,3.0,93900,5
Microsoft,16,1000,2.5,68900,11
Samsung,4,500,3.2,66900,0
Apple,4,1000,2.5,117900,9
Lenovo,4,500,3.0,35900,1
MSI,8,1000,2.3,47900,4
unknown,16,500,2.3,53900,13
asus,8,1000,1.8,49900,7
Dell,8,2000,2.3,70900,8
hp,16,500,2.3,59900,12
Dell,16,2000,2.5,80900,8
Acer,16,1000,3.2,80900,2
hp,4,2000,1.8,48900,12
Toshiba,16,500,2.3,50900,6
